impl,phase,n,gamma,threads,trial,ms,seed,offset,seed_index,key_mode,fastrange_mode
better-mphf,build,16384,1.150000,1,0,0.989660,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,build,16384,1.150000,1,1,0.962360,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,build,16384,1.150000,1,2,0.884020,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,build,16384,1.150000,1,3,0.820469,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,build,16384,1.150000,1,4,0.777649,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,build,16384,1.150000,1,5,0.733540,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,build,16384,1.150000,1,6,0.710010,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,lookup,16384,1.150000,1,0,1.049900,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,lookup,16384,1.150000,1,1,1.034470,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,lookup,16384,1.150000,1,2,1.035200,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,lookup,16384,1.150000,1,3,0.983950,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,lookup,16384,1.150000,1,4,0.960200,4870315401550313391,11131921045574106320,0,multiplicative,mul64
boomphf-rust,build,32768,1.150000,1,0,2.715369,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,build,32768,1.150000,1,1,2.677359,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,build,32768,1.150000,1,2,2.681730,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,build,32768,1.150000,1,3,2.671630,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,build,32768,1.150000,1,4,2.657140,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,build,32768,1.150000,1,5,2.665370,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,build,32768,1.150000,1,6,3.006920,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,lookup,32768,1.150000,1,0,2.243200,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,lookup,32768,1.150000,1,1,2.221300,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,lookup,32768,1.150000,1,2,2.200840,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,lookup,32768,1.150000,1,3,2.207110,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,lookup,32768,1.150000,1,4,2.196810,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,build,32768,1.150000,1,0,16.495389,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,build,32768,1.150000,1,1,16.729359,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,build,32768,1.150000,1,2,17.822199,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,build,32768,1.150000,1,3,16.487769,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,build,32768,1.150000,1,4,16.634769,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,build,32768,1.150000,1,5,16.814549,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,build,32768,1.150000,1,6,16.565839,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,lookup,32768,1.150000,1,0,2.521140,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,lookup,32768,1.150000,1,1,2.490770,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,lookup,32768,1.150000,1,2,2.469820,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,lookup,32768,1.150000,1,3,2.449410,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,lookup,32768,1.150000,1,4,2.692420,4870315401550313391,11131921045574106320,0,multiplicative,na
better-mphf,build,32768,1.150000,1,0,1.780650,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,build,32768,1.150000,1,1,1.766870,4870315401550313391,11131921045574106320,0,multiplicative,mul64
